dice,jaccard,precision,recall,fpr,fnr,vs,hd,msd,mdsd,stdsd,hd95
0.7451528437385315,0.6692300265245632,0.7362643583365508,0.9238834578654884,0.2219938329517782,0.07611549381869734,-0.34907749589081366,3.970661425196103e+18,3.9706613067237253e+18,3.970661425196103e+18,118472377893.70041,3.970661425196103e+18
